age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,target
53,technician,divorced,professional.course,no,no,no,telephone,jul,thu,115,4,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0
57,retired,married,high.school,no,no,no,telephone,may,mon,238,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
54,management,married,university.degree,no,yes,no,cellular,jul,tue,100,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
19,student,single,unknown,no,yes,yes,cellular,apr,tue,278,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
59,retired,married,professional.course,unknown,yes,no,telephone,jun,fri,435,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
36,management,married,university.degree,no,yes,no,cellular,aug,fri,100,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0
29,admin.,married,university.degree,no,yes,no,telephone,may,thu,203,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
31,admin.,divorced,university.degree,no,no,no,cellular,mar,mon,248,4,999,0,nonexistent,-1.8,92.843,-50,1.56,5099.1,1
31,technician,married,professional.course,no,no,no,telephone,may,thu,127,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
38,admin.,married,university.degree,no,no,no,telephone,jun,tue,311,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
47,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,221,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
57,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,wed,108,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
37,self-employed,married,university.degree,no,no,no,cellular,nov,fri,169,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
28,entrepreneur,married,basic.4y,unknown,no,no,cellular,jul,mon,482,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
50,admin.,married,university.degree,no,no,no,cellular,aug,wed,536,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
25,self-employed,single,unknown,no,no,no,cellular,apr,mon,232,3,999,1,failure,-1.8,93.749,-34.6,0.643,5008.7,0
30,self-employed,single,university.degree,no,no,no,cellular,sep,tue,169,1,999,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,1
47,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,625,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
37,admin.,married,university.degree,no,yes,no,cellular,aug,tue,131,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
35,management,married,university.degree,no,yes,no,cellular,nov,fri,152,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
31,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,94,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
49,services,married,basic.6y,unknown,yes,no,telephone,may,thu,1165,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
42,technician,married,university.degree,no,no,no,cellular,aug,fri,321,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
37,admin.,married,university.degree,unknown,no,no,cellular,aug,wed,193,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
65,housemaid,married,basic.4y,no,yes,no,cellular,oct,tue,253,2,999,1,failure,-3.4,92.431,-26.9,0.728,5017.5,0
29,admin.,single,university.degree,no,no,yes,cellular,nov,wed,158,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,1
23,student,single,basic.9y,no,no,no,cellular,may,fri,145,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
39,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,114,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
36,admin.,married,university.degree,no,yes,yes,cellular,may,mon,77,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0
33,admin.,single,university.degree,no,no,no,cellular,jul,fri,704,1,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,1
39,management,married,basic.4y,unknown,yes,no,telephone,may,thu,427,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
57,housemaid,married,unknown,no,no,no,cellular,aug,tue,318,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
35,retired,married,professional.course,no,no,no,telephone,may,wed,97,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
30,technician,single,professional.course,no,yes,no,telephone,may,wed,343,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
40,admin.,married,high.school,no,yes,yes,telephone,may,fri,1087,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
49,services,divorced,high.school,no,yes,no,cellular,jul,tue,146,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
57,technician,married,professional.course,no,yes,no,cellular,may,mon,190,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
38,technician,single,university.degree,no,yes,no,cellular,jun,mon,737,6,999,0,nonexistent,-1.7,94.055,-39.8,0.754,4991.6,1
59,retired,married,basic.4y,no,yes,no,cellular,apr,thu,381,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1
31,technician,married,university.degree,no,yes,no,cellular,aug,thu,197,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
32,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,98,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
38,admin.,single,basic.9y,no,no,no,cellular,may,thu,275,2,999,0,nonexistent,-1.8,93.876,-40,0.699,5008.7,1
33,technician,married,professional.course,no,no,yes,cellular,aug,thu,924,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
31,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,fri,191,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
38,admin.,married,university.degree,no,no,no,telephone,jun,fri,24,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
41,entrepreneur,single,high.school,no,yes,no,cellular,jul,thu,90,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
65,unknown,married,unknown,no,yes,no,cellular,jun,thu,301,2,4,2,success,-1.7,94.055,-39.8,0.729,4991.6,1
33,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,341,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
27,admin.,married,high.school,no,yes,no,cellular,jul,mon,164,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
46,services,married,high.school,no,yes,no,telephone,may,fri,290,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
41,admin.,divorced,high.school,no,yes,no,telephone,jun,tue,204,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
27,student,single,unknown,unknown,yes,no,cellular,apr,thu,458,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
45,admin.,married,university.degree,no,yes,yes,cellular,may,tue,826,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1
31,admin.,single,high.school,no,no,no,cellular,jul,wed,96,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
25,services,single,unknown,no,yes,no,cellular,jun,tue,318,1,999,0,nonexistent,-1.7,94.055,-39.8,0.702,4991.6,1
53,admin.,married,university.degree,no,yes,no,cellular,apr,fri,771,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
35,management,single,university.degree,no,yes,yes,cellular,nov,wed,293,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
29,blue-collar,married,unknown,no,no,no,cellular,jul,mon,251,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
49,management,married,university.degree,no,no,no,cellular,jul,mon,86,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
32,technician,married,professional.course,no,yes,no,cellular,aug,mon,187,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
36,admin.,married,university.degree,no,yes,yes,cellular,aug,mon,92,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
23,student,single,high.school,no,yes,no,cellular,may,thu,143,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
47,admin.,married,basic.9y,no,yes,no,telephone,may,thu,146,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
44,services,married,high.school,no,yes,no,telephone,nov,wed,102,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
39,technician,married,high.school,no,no,no,cellular,jul,thu,266,9,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
50,admin.,married,high.school,no,no,no,cellular,jul,wed,140,3,999,0,nonexistent,-2.9,92.469,-33.6,1.085,5076.2,1
29,admin.,single,basic.9y,unknown,yes,no,cellular,may,thu,983,4,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,1
38,technician,married,professional.course,no,yes,no,telephone,jun,fri,95,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
41,housemaid,divorced,basic.9y,unknown,no,no,cellular,jul,wed,141,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
57,management,married,university.degree,no,no,no,cellular,jul,thu,164,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
27,blue-collar,single,basic.9y,unknown,yes,no,telephone,jul,wed,104,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
42,self-employed,married,university.degree,unknown,yes,no,cellular,aug,tue,91,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
59,retired,married,professional.course,unknown,no,no,telephone,may,wed,905,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,1
34,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,324,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
45,self-employed,single,high.school,no,no,no,telephone,jun,wed,165,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
48,blue-collar,married,unknown,no,yes,yes,cellular,aug,wed,742,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1
35,technician,married,university.degree,no,yes,no,cellular,aug,wed,455,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
47,retired,married,university.degree,no,no,no,telephone,jul,tue,863,10,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
47,technician,married,unknown,unknown,yes,no,cellular,nov,fri,624,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
42,technician,divorced,university.degree,no,yes,no,cellular,aug,tue,141,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
39,admin.,married,university.degree,no,no,no,cellular,jun,mon,165,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,0
43,management,married,university.degree,no,yes,yes,cellular,apr,mon,21,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
29,services,married,professional.course,no,yes,no,cellular,may,thu,92,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
40,admin.,married,basic.9y,no,yes,no,cellular,nov,wed,186,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
34,technician,single,professional.course,no,no,no,cellular,may,mon,573,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
33,admin.,single,university.degree,no,yes,yes,cellular,may,wed,96,6,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
32,admin.,married,university.degree,no,no,no,cellular,may,thu,366,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
27,services,single,high.school,no,unknown,unknown,cellular,jul,fri,179,1,999,1,failure,-1.7,94.215,-40.3,0.79,4991.6,1
34,admin.,married,professional.course,no,yes,yes,cellular,sep,tue,409,1,999,1,failure,-1.1,94.199,-37.5,0.877,4963.6,1
48,admin.,married,basic.6y,no,yes,no,cellular,oct,tue,115,2,5,2,success,-3.4,92.431,-26.9,0.742,5017.5,0
41,entrepreneur,married,high.school,no,yes,no,cellular,jun,tue,169,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1
32,blue-collar,married,professional.course,unknown,yes,yes,cellular,apr,thu,127,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
28,blue-collar,single,basic.9y,no,unknown,unknown,telephone,may,tue,71,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
48,admin.,married,university.degree,no,yes,no,cellular,nov,wed,517,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
26,admin.,single,high.school,no,no,no,cellular,jun,tue,479,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1
30,services,single,high.school,no,no,no,cellular,may,fri,102,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
58,unemployed,divorced,basic.9y,no,yes,no,telephone,oct,wed,509,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,1
39,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,393,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
53,management,married,university.degree,no,yes,no,cellular,aug,tue,1133,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1
35,services,married,professional.course,unknown,yes,yes,telephone,may,mon,361,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
30,blue-collar,married,basic.9y,no,no,yes,telephone,may,tue,179,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
50,housemaid,married,basic.4y,no,no,yes,cellular,jul,wed,462,1,4,1,success,-1.7,94.215,-40.3,0.896,4991.6,1
33,management,single,university.degree,no,no,no,telephone,jun,wed,257,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
54,technician,married,professional.course,unknown,yes,yes,telephone,jun,tue,76,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
54,blue-collar,married,basic.9y,no,no,no,cellular,jun,fri,258,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1
43,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,may,fri,618,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,1
27,blue-collar,married,high.school,no,yes,no,cellular,jul,thu,212,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
36,blue-collar,married,basic.6y,no,yes,yes,cellular,may,tue,333,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
43,admin.,divorced,high.school,no,no,no,telephone,may,fri,198,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
47,blue-collar,single,basic.4y,no,yes,no,cellular,may,fri,87,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
32,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,223,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
43,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,mon,149,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
25,admin.,single,high.school,no,no,no,telephone,jun,mon,223,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
41,blue-collar,single,basic.9y,unknown,yes,no,cellular,nov,fri,299,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
35,admin.,married,high.school,no,yes,yes,cellular,may,thu,81,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0
39,blue-collar,married,professional.course,unknown,yes,no,telephone,jun,thu,27,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
44,technician,married,high.school,no,yes,yes,cellular,oct,mon,310,1,999,1,failure,-1.1,94.601,-49.5,1,4963.6,1
38,self-employed,single,university.degree,no,unknown,unknown,telephone,may,tue,114,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
47,management,married,university.degree,no,no,no,telephone,may,mon,24,12,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
29,blue-collar,married,basic.6y,no,no,no,cellular,apr,mon,84,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
36,unemployed,married,high.school,no,yes,no,cellular,oct,mon,304,1,3,1,success,-1.1,94.601,-49.5,1.032,4963.6,1
38,management,single,university.degree,no,yes,no,telephone,jun,thu,69,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
31,admin.,divorced,university.degree,no,no,no,cellular,may,mon,200,1,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,0
44,management,married,university.degree,no,yes,no,cellular,jun,tue,71,3,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0
34,admin.,single,high.school,no,no,no,telephone,may,mon,52,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
26,student,single,basic.9y,no,yes,no,cellular,aug,wed,182,1,4,1,success,-2.9,92.201,-31.4,0.879,5076.2,1
52,admin.,divorced,university.degree,unknown,no,no,cellular,jul,tue,188,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
32,admin.,single,university.degree,no,no,no,cellular,nov,tue,398,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
57,technician,married,high.school,no,no,no,cellular,aug,thu,1230,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
73,retired,married,professional.course,no,yes,no,cellular,nov,fri,334,1,999,0,nonexistent,-1.1,94.767,-50.8,1.028,4963.6,1
58,services,married,high.school,no,yes,no,cellular,mar,mon,317,4,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,0
36,blue-collar,single,basic.4y,no,yes,no,cellular,nov,thu,775,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
34,admin.,single,high.school,no,no,no,telephone,may,wed,106,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
39,admin.,single,high.school,unknown,yes,no,telephone,may,thu,51,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
41,housemaid,married,basic.9y,unknown,yes,no,telephone,may,tue,129,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
81,retired,married,basic.4y,no,yes,no,cellular,oct,wed,621,1,999,2,failure,-1.1,94.601,-49.5,1.016,4963.6,1
45,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,224,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
25,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,113,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
51,admin.,married,illiterate,unknown,no,no,cellular,jul,mon,151,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
51,technician,married,university.degree,unknown,yes,yes,cellular,jul,wed,89,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
33,admin.,single,university.degree,no,yes,no,cellular,nov,thu,77,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
38,technician,single,professional.course,no,no,no,telephone,may,mon,325,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
52,retired,divorced,university.degree,no,no,no,cellular,aug,thu,427,1,15,1,success,-2.9,92.201,-31.4,0.883,5076.2,1
49,technician,married,professional.course,no,yes,no,cellular,jul,mon,359,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
31,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,406,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
50,blue-collar,divorced,high.school,no,no,no,telephone,may,wed,206,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
50,admin.,married,university.degree,no,yes,no,cellular,nov,mon,204,1,7,1,success,-3.4,92.649,-30.1,0.722,5017.5,0
60,retired,married,university.degree,no,no,no,cellular,dec,fri,439,3,6,2,success,-3,92.713,-33,0.718,5023.5,1
36,blue-collar,single,basic.6y,no,no,no,cellular,nov,tue,238,1,999,0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,1
36,technician,married,professional.course,no,yes,no,cellular,aug,thu,45,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
32,admin.,married,university.degree,no,yes,no,cellular,oct,wed,467,2,6,1,success,-3.4,92.431,-26.9,0.735,5017.5,1
34,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,606,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
27,admin.,single,high.school,unknown,yes,no,telephone,jun,mon,114,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
28,services,married,high.school,no,no,no,cellular,jul,thu,15,14,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
31,services,married,high.school,no,no,no,cellular,jun,wed,592,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
46,unemployed,married,basic.9y,no,yes,no,cellular,jun,tue,236,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1
51,admin.,married,high.school,no,no,no,cellular,aug,tue,178,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
38,admin.,married,university.degree,no,yes,no,cellular,jul,tue,92,30,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
62,retired,married,high.school,no,no,no,cellular,oct,wed,207,1,6,1,success,-3.4,92.431,-26.9,0.724,5017.5,1
38,technician,married,university.degree,no,no,no,cellular,aug,mon,219,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
38,technician,married,professional.course,no,yes,no,telephone,jun,mon,952,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1
55,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,71,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
50,services,single,basic.4y,no,no,no,telephone,jun,mon,514,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
43,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,wed,28,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
39,technician,married,university.degree,unknown,yes,no,cellular,aug,thu,76,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
34,unemployed,single,university.degree,no,yes,yes,telephone,may,thu,35,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
47,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,fri,604,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,1
30,technician,married,professional.course,no,yes,no,cellular,mar,tue,368,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,1
36,admin.,married,university.degree,no,yes,no,telephone,may,mon,120,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
62,admin.,married,university.degree,no,no,no,cellular,aug,thu,68,1,999,1,failure,-2.9,92.201,-31.4,0.851,5076.2,0
42,admin.,divorced,high.school,no,no,no,cellular,apr,mon,190,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
31,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,195,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
53,blue-collar,married,high.school,unknown,yes,yes,cellular,apr,mon,62,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
40,services,married,high.school,no,no,yes,cellular,jul,mon,162,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
50,blue-collar,married,professional.course,no,yes,yes,cellular,aug,tue,14,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
57,admin.,divorced,basic.9y,no,yes,yes,cellular,jul,mon,518,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
28,services,married,basic.9y,no,no,no,cellular,may,tue,396,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1
35,technician,single,university.degree,no,no,no,telephone,may,thu,52,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
29,admin.,single,high.school,no,no,no,telephone,may,thu,149,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
39,blue-collar,married,basic.6y,no,yes,yes,telephone,jun,wed,141,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
35,blue-collar,single,unknown,no,yes,no,telephone,may,wed,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
30,admin.,single,university.degree,no,yes,yes,cellular,aug,wed,75,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
49,housemaid,married,basic.4y,unknown,no,no,telephone,may,wed,328,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
45,admin.,married,university.degree,no,no,no,cellular,jul,tue,114,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
35,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,126,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
50,blue-collar,married,unknown,unknown,yes,no,telephone,may,fri,81,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
30,services,single,high.school,unknown,yes,no,cellular,may,fri,55,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
49,technician,married,university.degree,no,yes,no,cellular,nov,thu,91,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
58,admin.,married,high.school,no,yes,yes,cellular,jul,thu,414,2,999,0,nonexistent,-1.7,94.215,-40.3,0.81,4991.6,1
40,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,15,7,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
30,services,single,high.school,no,no,no,cellular,may,mon,700,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1
31,entrepreneur,single,university.degree,unknown,no,no,telephone,jun,fri,22,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
41,technician,married,professional.course,no,unknown,unknown,cellular,jun,tue,318,1,4,3,success,-2.9,92.963,-40.8,1.262,5076.2,1
43,housemaid,married,basic.4y,no,no,no,telephone,jul,tue,81,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
34,technician,married,professional.course,no,yes,no,cellular,nov,fri,251,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
28,services,single,high.school,no,yes,yes,telephone,may,fri,386,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
70,retired,married,high.school,no,yes,no,cellular,aug,tue,162,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0
33,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,220,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
56,retired,married,basic.4y,no,no,no,cellular,aug,tue,933,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1
42,services,married,unknown,no,yes,no,telephone,jun,thu,53,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
31,technician,married,university.degree,no,yes,no,cellular,may,mon,580,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
39,technician,married,university.degree,unknown,no,no,cellular,aug,thu,64,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
46,services,married,university.degree,no,yes,no,cellular,sep,wed,630,1,999,0,nonexistent,-1.1,94.199,-37.5,0.88,4963.6,1
24,blue-collar,single,basic.4y,no,yes,yes,cellular,jul,wed,132,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
41,unknown,unknown,unknown,no,yes,no,cellular,jul,mon,91,13,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
30,blue-collar,single,basic.9y,no,yes,yes,cellular,may,thu,273,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
